漂亮	3.21718092827
美女	3.01357688584
好玩	2.98126232773
不错	2.97751496067
喜欢	2.7122843557
最好	2.66242931391
好听	2.63089689258
聪明	2.46259240153
谢谢	2.42827652713
赞	2.38585513582
开心	2.37944139206
好吃	2.36397799713
好好	2.18968686995
欢迎	2.14694742646
希望	2.02306498746
可能	1.9614981126
好看	1.93826671956
可爱	1.87848331021
有钱	1.85967789298
快乐	1.78786611498
便宜	1.72319050948
有意思	1.61641396768
最新	1.6019327193
幸福	1.586955736
依依	1.55439583665
好笑	1.51506546801
主要	1.49001076401
幽默	1.4512148176
支持	1.36596084634
明白	1.3658856346
关注	1.33367798943
上	1.3202252888
有趣	1.28742974521
谦虚	1.24870054951
真心	1.24135989885
谈恋爱	1.2332688654
美丽	1.22295306157
晚上	1.20566086721
互赞	1.16852373797
根本	1.16326051806
温柔	1.15256457847
恋爱	1.1350472271
完美	1.12924888811
高兴	1.12675751866
最高	1.11935397864
请	1.10186729812
安静	1.09243308716
奖励	1.07906025428
认识	1.0775533218
能	1.05761056051
舒服	1.05603565916
梦想	1.0545475587
大家	1.03434485434
中心	1.03376945257
微笑	1.02643171387
健康	1.0064191493
祝福	1.00008776078
点	0.996462860835
强大	0.994020617705
主动	0.961308473731
求	0.952485195167
接受	0.95171800438
挺	0.932876689749
老实	0.920394368512
自然	0.91803593884
说好	0.915452753834
爱上	0.908312332096
最	0.905029409838
流行	0.904539057264
求赞	0.881539036136
群	0.869130736859
真正	0.864264204608
哪个	0.851304724387
深奥	0.846431411077
膜拜	0.837771175278
恭喜	0.831606055557
自由	0.826589841577
同意	0.821580481655
成熟	0.810952856599
哪里	0.810413134572
多少	0.802056698612
原谅	0.794831837161
比	0.788460424844
精灵	0.787263376699
啥	0.782346247859
开通	0.757607212742
精神	0.752622437596
真实	0.749079265491
早上好	0.745972059286
通过	0.74562181496
朋友	0.742620017562
关心	0.740272065159
愿意	0.731819594884
在乎	0.731046696347
安全	0.729669001076
呵呵	0.726744232348
依然	0.707259996787
正常	0.706187418038
回	0.698900853756
一下	0.688334467852
需要	0.681435846597
怎么样	0.679959815783
低调	0.679644150421
文明	0.674246770399
逍遥	0.67200917478
期待	0.670488941658
有种	0.669313587842
新	0.664776553312
高级	0.664196973073
祝	0.648974798159
名字	0.647652486586
是否	0.627894259398
好奇	0.626005378318
听的歌	0.62143339091
好用	0.618635377432
天才	0.601858764965
哪	0.599395263415
完全	0.597665267156
必回	0.597258699645
怎样	0.593249065839
才	0.583033072392
家	0.562033158756
哪些	0.561314507183
一定	0.559184889937
所以	0.556221434095
才能	0.553298588213
相爱	0.548910154627
做	0.547245407927
一口	0.547176249186
干净	0.530961416463
行	0.530582986959
哈哈	0.530276505766
什么	0.525392324862
清楚	0.524234340397
欢乐	0.521449125768
认真	0.520747001415
帮	0.51733319486
纯洁	0.516620628276
看看	0.514535312893
平安	0.512691008585
方法	0.509217849743
比较	0.502842584126
得	0.497665598504
介绍	0.49676977273
结婚	0.494119956848
正好	0.494048577366
只	0.487879520403
要	0.486853192212
男	0.486105593512
爱上你	0.482380225127
给	0.482306268738
明天	0.481162302504
更	0.468563844878
想念	0.465196036301
如何	0.449510655037
真	0.447300467561
你好	0.445426629391
激动	0.445324922219
羡慕	0.444503051705
歌	0.439797778739
好像	0.436798512942
哈	0.434095736191
珍惜	0.433253206244
跟	0.432142814527
看	0.429238833371
心	0.428806763954
很漂亮	0.428622003245
女孩	0.427827012521
善良	0.42325716167
美人	0.421407548027
爱	0.418188507602
思念	0.414040738519
好使	0.409049425472
大美女	0.407517082289
一起	0.406568990024
小	0.401996541159
歌词	0.400696435146
用	0.400373917112
嗯	0.39840100104
过	0.397975846759
唱	0.396349169864
新闻	0.396037123446
吃醋	0.395671518033
标准	0.393710324657
合适	0.392656654793
回赞	0.390540190401
地方	0.389239059089
好	0.388255269281
哇	0.387001664204
老婆	0.385015003814
嘛	0.383901408302
笑话	0.382091314478
空间	0.379610505113
还有	0.378054084188
中国	0.377731964212
电影	0.375911139202
可以	0.373016737865
像	0.369936525528
